County Code,County Name,Const. Code,Const. Name,CAW Code,CAW Name,Name,Political Party Name,Party Abbrev,image_url
32,Nakuru,176,Nakuru Town East,880,Nakuru East,Antony Charles Kamau Kanyere,United Democratic Alliance,UDA,6996
33,Narok,177,Kilgoris,881,Kilgoris Central,Leina Morintat,Independent,IND,3846
33,Narok,177,Kilgoris,882,Keyian,Mark K. Mukut,Independent,IND,3276
33,Narok,177,Kilgoris,883,Angata Barikoi,Joseph Kibeigo Koech,United Democratic Alliance,UDA,3536
33,Narok,177,Kilgoris,884,Shankoe,Moses Olaimerri Yiamboi,United Democratic Alliance,UDA,4661
33,Narok,177,Kilgoris,885,Kimintet,Sangau Ole Ntokoyuan,Chama Cha Mashinani,CCM,3107
33,Narok,177,Kilgoris,886,Lolgorian,Michael Ololdikir Seme,Jubilee Party,JP,5662
33,Narok,178,Emurua Dikirr,887,Ilkerin,Kiprono Ezekiel Koskey,Amani National Congress,ANC,2552
33,Narok,178,Emurua Dikirr,888,Oloimasani,- -,-,-,Election Postponed
33,Narok,178,Emurua Dikirr,889,Mogondo,Mibei Kennedy Kipsang,United Democratic Alliance,UDA,3003
33,Narok,178,Emurua Dikirr,890,Kapsasian,Ngok Jackson Kipkorir,United Democratic Alliance,UDA,3493
33,Narok,179,Narok North,891,Olpusimoru,James Leparan Naimodu,Orange Democratic Movement,ODM,2175
33,Narok,179,Narok North,892,Olokurto,Joshua Tumpes Kishoyian,Jubilee Party,JP,4676
33,Narok,179,Narok North,O893,Narok Town,Lucas Ntalamea Ole Kudate,Orange Democratic Movement,ODM,7753
33,Narok,179,Narok North,894,Nkareta,Nkaluena Ole Kuyioni,Orange Democratic Movement,ODM,3172
33,Narok,179,Narok North,895,Olorropil,Wilson Mateya Murguyia,Ubuntu Peoples Forum,UPF,2702
33,Narok,179,Narok North,896,Melili,Isaac Salau Dapash,Jubilee Party,JP,7072
33,Narok,180,Narok East,897,Mosiro,Maika Eliud Olorgeso,United Democratic Alliance,UDA,6714
33,Narok,180,Narok East,898,Ildamat,Elijah Maison Kutingala,Jubilee Party,JP,3719
33,Narok,180,Narok East,899,Keekonyokie,Erastus Lemiso Kimiti,Jubilee Party,JP,2458
33,Narok,180,Narok East,900,Suswa,Salaash Nickson Kisotu,Jubilee Party,JP,3485
33,Narok,181,Narok South,901,Majimoto Naroosura,Pariken Daniel Kilerai,Orange Democratic Movement,ODM,8088
33,Narok,181,Narok South,902,Ololulunga,Shonkoi Lemein Dominic,United Democratic Alliance,UDA,3628
33,Narok,181,Narok South,903,Melelo,Lekuta Ole Sulunye David,United Democratic Alliance,UDA,3296
33,Narok,181,Narok South,904,Loita,Olonoku Manchau Shuma,Chama Cha Mashinani,CCM,3898
33,Narok,181,Narok South,905,Sogoo,Kipngeno Hillary,United Democratic Alliance,UDA,3814
33,Narok,181,Narok South,906,Sagamian,Kiprotich  Koech Stephen,United Democratic Alliance,UDA,2776
33,Narok,182,Narok West,907,Ilmotiok,Bore Duncan,United Democratic Alliance,UDA,9209
33,Narok,182,Narok West,908,Mara,Chepkwony Kipngeno,Independent,IND,3812
33,Narok,182,Narok West,909,Siana,Moses Ole Sikona,United Democratic Alliance,UDA,6601
33,Narok,182,Narok West,910,Naikarra,Timothy Ole Mako,United Democratic Alliance,UDA,4803
34,Kajiado,183,Kajiado North,911,Olkeri,Stephen Ngatho Kinuthia,United Democratic Alliance,UDA,9115
34,Kajiado,183,Kajiado North,912,Ongata Rongai,Titus Matheka Masila,United Democratic Alliance,UDA,4623
34,Kajiado,183,Kajiado North,913,Nkaimurunya,James Maina Mutiga,United Democratic Alliance,UDA,6188
34,Kajiado,183,Kajiado North,914,Oloolua,Eli Ochieng Gor,Orange Democratic Movement,ODM,4001
34,Kajiado,183,Kajiado North,915,Ngong,James Mwaura Mbiriri,United Democratic Alliance,UDA,6103
34,Kajiado,184,Kajiado Central,916,Purko,Simon Mumeita Saitoti,Wiper Democratic Movement,WDM,1649
34,Kajiado,184,Kajiado Central,917,Ildamat,Joseph Mutunkei,Jubilee Party,JP,2222
34,Kajiado,184,Kajiado Central,918,Dalalekutuk,John Ntione Lemayian Loisa,United Democratic Alliance,UDA,7187
34,Kajiado,184,Kajiado Central,919,Matapato North,Abraham Osoi Orikai,Wiper Democratic Movement,WDM,4768
34,Kajiado,184,Kajiado Central,920,Matapato South,David Nkanini Mutunkei,Orange Democtratic Movement,ODM,5202
34,Kajiado,185,Kajiado East,921,Kaputiei North,Joshua Kintei Olowasa,Orange Democratic Movement,ODM,5835
34,Kajiado,185,Kajiado East,922,Kitengela,Paul Kipamet Matuyia,Orange Democratic Movement,ODM,6194
34,Kajiado,185,Kajiado East,923,Oloosirkon/Sholinke,Stephen Rais Marush Kisemei,United Democratic Alliance,UDA,4783
34,Kajiado,185,Kajiado East,924,Kenyawa Poka,Bernard Supeet Moloma,Orange Democratic Movement,ODM,5678
34,Kajiado,185,Kajiado East,925,Imaroro,Daniel Memusi Kokan,United Democratic Alliance,UDA,3963
34,Kajiado,186,Kajiado West,926,Keekonyokie,Amos Solitei Semeyian,Jubilee Party,JP,5423
34,Kajiado,186,Kajiado West,927,Iloodokilani,Joshua Saitoti Saigilu,United Democratic Alliance,UDA,4443
34,Kajiado,186,Kajiado West,928,Magadi,Kiresian Isaac Keses,Orange Democratic Movement,ODM,4837
34,Kajiado,186,Kajiado West,929,Ewuaso OoNkidongi,Joseph Karatina Torris,Orange Democratic Movement,ODM,3574
34,Kajiado,186,Kajiado West,930,Mosiro,Koilekan Jonathan Koroine,United Democratic Alliance,UDA,1948
34,Kajiado,187,Kajiado South,931,Entonet/ Lenkisim,Paul Metui Muterian,United Democratic Alliance,UDA,3885
34,Kajiado,187,Kajiado South,932,Imbirikani/Eselenkei,Timothy Saigilu Kanka,United Democratic Alliance,UDA,4394
34,Kajiado,187,Kajiado South,933,Kuku,Edwin Lewuantai Lemomo,Orange Democtratic Movement,ODM,8292
34,Kajiado,187,Kajiado South,934,Rombo,Jackson Ningori Angaine,United Democratic Alliance,UDA,4347
34,Kajiado,187,Kajiado South,935,Kimana,James Kuya Nina,United Democratic Alliance,UDA,3071
35,Kericho,188,Kipkelion East,936,Londiani,Korir Kipkirui Vincent,United Democratic Alliance,UDA,9098
35,Kericho,188,Kipkelion East,937,Kedowa Kimugul,Cheruiyot Langat Richard,United Democratic Alliance,UDA,11000
35,Kericho,188,Kipkelion East,938,Chepseon,Maritim Kipkorir David,United Democratic Alliance,UDA,9095
35,Kericho,188,Kipkelion East,939,Tendeno Sorget,Rotich Cheruiyot Moses,United Democratic Alliance,UDA,4081
35,Kericho,189,Kipkelion West,940,Kunyak,Simon Koskei,United Democratic Alliance,UDA,4196
35,Kericho,189,Kipkelion West,941,Kamasian,Philip Kingetich Rono,United Democratic Alliance,UDA,7232
35,Kericho,189,Kipkelion West,942,Kipkelion,Anthony Kibet Ruto,United Democratic Alliance,UDA,5892
35,Kericho,189,Kipkelion West,943,Chilchila,Hezron Kipngeno,United Democratic Alliance,UDA,12593
35,Kericho,190,Ainamoi,944,Kapsoit,Paul Kibiegon Chirchir,United Democratic Alliance,UDA,9598
35,Kericho,190,Ainamoi,945,Ainamoi,Cheruiyot Bett,United Democratic Alliance,UDA,7819
35,Kericho,190,Ainamoi,946,Kapkugerwet,Martin Kiplangat Cheruiyot,United Democratic Alliance,UDA,6509
35,Kericho,190,Ainamoi,947,Kipchebor,Kipkirui Bett Eric,United Democratic Alliance,UDA,4264
35,Kericho,190,Ainamoi,948,Kipchimchim,Philiph Kipngenoh Mutai,United Democratic Alliance,UDA,3288
35,Kericho,190,Ainamoi,949,Kapsaos,Kiptoo Paul Bii,United Democratic Alliance,UDA,7243
35,Kericho,191,Bureti,950,Kisiara,Ngetich Gilbert Kiprob,United Democratic Alliance,UDA,7010
35,Kericho,191,Bureti,951,Tebesonik,Kipngeno Kirui,Independent,IND,4744
35,Kericho,191,Bureti,952,Cheboin,Francis Kiplangat Terer,United Democratic Alliance,UDA,6301
35,Kericho,191,Bureti,953,Chemosot,Anita Cherono Mibey,United Democratic Alliance,UDA,7648
35,Kericho,191,Bureti,954,Litein,Vincent Kipngeno Kirui,United Democratic Alliance,UDA,9719
35,Kericho,191,Bureti,955,Cheplanget,Hillary Kibet Bosuben,United Democratic Alliance,UDA,8617
35,Kericho,191,Bureti,956,Kapkatet,Amos Kimutai Birir,United Democratic Alliance,UDA,8649
35,Kericho,192,Belgut,957,Waldai,Julius Kipkorir Siele,United Democratic Alliance,UDA,12614
35,Kericho,192,Belgut,958,Kabianga,Dominic Kipkirui Mutai,Independent,IND,8701
35,Kericho,192,Belgut,959,Cheptororiet/Sere tut,Haron Kipkemoi Rotich,United Democratic Alliance,UDA,4769
35,Kericho,192,Belgut,960,Chaik,Mathew Kipkurui Korir,Independent,IND,2926
35,Kericho,192,Belgut,961,Kapsuser,Peter Kibet Kemoi,United Democratic Alliance,UDA,6925
35,Kericho,193,Sigowet/Soin,962,Sigowet Ward,Kiprotich Rogony,United Democratic Alliance,UDA,11816
35,Kericho,193,Sigowet/Soin,963,Kaplelartet  Ward,Erick Kiprop Bii,United Democratic Alliance,UDA,7447
35,Kericho,193,Sigowet/Soin,964,Soliat Ward,Albert Kipkoech,United Democratic Alliance,UDA,6040
35,Kericho,193,Sigowet/Soin,965,SoinWard,Naaman Kipsigei Rop,United Democratic Alliance,UDA,7432
36,Bomet,194,Sotik,966,Ndanai/Abosi,Paul Kipyegon Kirui,United Democratic Alliance,UDA,6978
36,Bomet,194,Sotik,967,Chemagel,Dennis Kiprotich Busienei,United Democratic Alliance,UDA,8713
36,Bomet,194,Sotik,968,Kipsonoi,Ronoh Peter,United Democratic Alliance,UDA,9916
36,Bomet,194,Sotik,969,Kapletundo,Kibet Nathan,United Democratic Alliance,UDA,10105
36,Bomet,194,Sotik,970,Rongena/Manaret,Cheptoo Rosaline,United Democratic Alliance,UDA,5284
36,Bomet,195,Chepalungu,971,Kong’asis,Dennis Kiplangat Ngeno,Chama Cha Mashinani,CCM,6116
36,Bomet,195,Chepalungu,972,Nyangores,Joseah Kipkoech Samoel,United Democratic Alliance,UDA,6740
36,Bomet,195,Chepalungu,973,Sigor,Mutai Kipkirui Peter,United Democratic Alliance,UDA,6838
36,Bomet,195,Chepalungu,974,Chebunyo,Kimutai Rotich Benard,Independent,IND,6241
36,Bomet,195,Chepalungu,975,Siongiroi,Kibet V Ngetich,Chama Cha Mashinani,CCM,6743
36,Bomet,196,Bomet East,976,Merigi,Peter Kipkorir Langat,Independent,IND,7229
36,Bomet,196,Bomet East,977,Kembu,Benard Kipkorir Langat,United Democratic Alliance,UDA,5513
36,Bomet,196,Bomet East,978,Longisa,Stephen Changmorik Kipngetich Koech,United Democratic Alliance,UDA,8623
36,Bomet,196,Bomet East,979,Kipreres,Philiph Kiplangat Korir,United Democratic Alliance,UDA,4176
36,Bomet,196,Bomet East,980,Chemaner,Richard Cheruiyot Ruttoh,United Democratic Alliance,UDA,4725
36,Bomet,197,Bomet Central,981,Silibwet Township,Anne Chepkemoi,Independent,IND,7762
36,Bomet,197,Bomet Central,982,Ndaraweta,Dancel Kipngeno Kirui,United Democratic Alliance,UDA,5690
36,Bomet,197,Bomet Central,983,Singorwet,Josphat Kipkirui,Independent,IND,5064
36,Bomet,197,Bomet Central,984,Chesoen,Leonard Kipkoech Rotich,United Democratic Alliance,UDA,6784
36,Bomet,197,Bomet Central,985,Mutarakwa,Kiprono Langat Robert,United Democratic Alliance,UDA,3772
36,Bomet,198,Konoin,986,Chepchabas,Kiprotich Wesley,United Democratic Alliance,UDA,3529
36,Bomet,198,Konoin,987,Kimulot,Eric Kiprono Kirui,United Democratic Alliance,UDA,8651
36,Bomet,198,Konoin,988,Mogogosiek,Ernest Kipkemoi Rotich,United Democratic Alliance,UDA,12825
36,Bomet,198,Konoin,989,Boito,Charles Kipyegon Langat,United Democratic Alliance,UDA,6916
36,Bomet,198,Konoin,990,Embomos,Japhet Kipkirui Cheruiyot,United Democratic Alliance,UDA,11539
37,Kakamega,199,Lugari,991,Mautuma,Charles Ogachi Anyona,United Democratic Party,UDP,2679
37,Kakamega,199,Lugari,992,Lugari,Grey Moi Amutete,United Democratic Party,UDP,1764
37,Kakamega,199,Lugari,993,Lumakanda,Benard Wanyonyi Mulama,Orange Democratic Movement,ODM,3963
37,Kakamega,199,Lugari,994,Chekalini,Titus Marachi Kwomah,Amani National Congress,ANC,2465
37,Kakamega,199,Lugari,995,Chevaywa,Barlex Samuel Juma Pius,Amani National Congress,ANC,2969
37,Kakamega,199,Lugari,996,Lwandeti,Dan Mukhwami,Maendeleo Democratic Party,MDP,2136
37,Kakamega,200,Likuyani,997,Likuyani,Brian Mafunga,Orange Democratic Movement,ODM,4.469
37,Kakamega,200,Likuyani,998,Sango,Kennedy Sudi Lutilo,United Democratic Party,UDP,2.161
37,Kakamega,200,Likuyani,999,Kongoni,Robert Makhanu Kundu,Democratic Action Party- Kenya,DAP-K,3657
37,Kakamega,200,Likuyani,1000,Nzoia,Collins Sifuna Chapurukha,Orange Democratic Movement,ODM,4911
37,Kakamega,200,Likuyani,1001,Sinoko,Antony Wangila Mix,Orange Democratic Movement,ODM,2618
37,Kakamega,201,Malava,1002,West Kabras,David Athman Ndakwa,Amani National Congress,ANC,4570
37,Kakamega,201,Malava,1003,Chemuche,Geoffrey Sikolia,Democratic Action Party,DAP-K,4614
37,Kakamega,201,Malava,1004,East Kebras,Kepha Sachile Musiya,Amani National Congress,ANC,2387
37,Kakamega,201,Malava,1005,Butali Chegulo,Kevin Mahelo Inzofu,Undited Democratic Alliance,UDA,3595
37,Kakamega,201,Malava,1006,Manda Shivanga,David Kivishi,Pamoja African Alliance,PAA,2401
37,Kakamega,201,Malava,1007,Shirugu-Mugai,Peter Wanami,United Democratic Alliance,UDA,1571
37,Kakamega,201,Malava,1008,South Kabras,Josphat J. Wakukha Panyoko,Ford Kenya,FORD-K,4500
37,Kakamega,202,Lurambi,1009,Butsotso East,Dickson Lovegah Kamadi,Amani National Congress,ANC,3535
37,Kakamega,202,Lurambi,1010,Butsotso South,Gildon Opati Shiosho,Orange Democratic Movement,ODM,2551
37,Kakamega,202,Lurambi,1011,Butsotso Central,Evance Goeffry Ambale,Maendeleo Democratic Party,MDP,2402
37,Kakamega,202,Lurambi,1012,Sheywe,Moses Musundi,Amani National Congress,ANC,5504
37,Kakamega,202,Lurambi,1013,Mahiakalo,Modesta Lungatso Auka,Orange Democratic Movement,ODM,1839
37,Kakamega,202,Lurambi,1014,Shirere,David Murila Ikunza,Orange Democratic Movement,ODM,2417
37,Kakamega,203,Navakholo,1015,Ingotse-Matiha,Lumbasi Absolom Andati,Amani National Congress,ANC,2723
37,Kakamega,203,Navakholo,1016,Shinoyi- Shikomari-Esumeyia,Boniface Sakwa Akosi,Amani National Congress,ANC,2248
37,Kakamega,203,Navakholo,1017,Bunyala West,Sebastian Juma Mang'eni,Democratic Action Party- Kenya,DAP-K,2141
37,Kakamega,203,Navakholo,1018,Bunyala East,Rodgers Mwangala Nato,Amani National Congress,ANC,2087
37,Kakamega,203,Navakholo,1019,Bunyala Central,Benjamin ochwaya Were,Orange Democratic Movement,ODM,2471
37,Kakamega,204,Mumias West,1020,Mumias Central,Ali Okomba Nyangweso,Orange Democratic Movement,ODM,2926
37,Kakamega,204,Mumias West,1021,Mumias North,- -,-,-,Election Postponed
37,Kakamega,204,Mumias West,1022,Etenje,Eddie Makokha Obwakah,Kenya African National Union,KANU,2547
37,Kakamega,204,Mumias West,1023,Musanda,Joseph Omusinde Omusula,Orange Democratic Movement,ODM,4093
37,Kakamega,205,Mumias East,1024,Lusheya/Lubinu,Timothy Mayabi Anzetse,Orange Democratic Movement,ODM,3702
37,Kakamega,205,Mumias East,1025,Malaha/ Isongo/ Makunga,Peter . I. Walunya,Amani National Congress,ANC,2995
37,Kakamega,205,Mumias East,1026,East Wanga,Francis Ekutu Washika,United Democratic Alliance,UDA,3023
37,Kakamega,206,Matungu,1027,Koyonzo,Donald Odhiambo Okumu,Orange Democratic Movement,ODM,3097
37,Kakamega,206,Matungu,1028,Kholera,Tingili Karim Wesonga,Amani National Congress,ANC,4123
37,Kakamega,206,Matungu,1029,Khalaba,Bonface Lubanga Osanga,Orange Democratic Movement,ODM,3744
37,Kakamega,206,Matungu,1030,Mayoni,Fredrick Washika Watitwa,United Democratic Alliance,UDA,3275
37,Kakamega,206,Matungu,1031,Namamali,Bonface Mabuka Anyanyi,Amani National Congress,ANC,3385
37,Kakamega,207,Butere,1032,Marama West,Milton Boaz Omukunda,Orange Democratic Movement,ODM,3931
37,Kakamega,207,Butere,1033,Marama Central,Phillip Ondako Maina,Orange Democratic Movement,ODM,5976
37,Kakamega,207,Butere,1034,Shianda Marenyo,Geoffrey Ondiro Obonyo,Orange Democratic Movement,ODM,4464
37,Kakamega,207,Butere,1035,Marama North,Charles Edwin Lisunu Nandwa,Orange Democratic Movement,ODM,2632
37,Kakamega,207,Butere,1036,Marama South,William Opuka Omung'ala,Orange Democratic  Movement,ODM,3672
37,Kakamega,208,Khwisero,1037,Kisa North,James Omutachi Etabale,Independent,IND,3302
37,Kakamega,208,Khwisero,1038,Kisa East,Stephen Maloba,Independent,IND,1793
37,Kakamega,208,Khwisero,1039,Kisa West,Bernard Shisia Omboko,Orange Democratic Movement,ODM,3552
37,Kakamega,208,Khwisero,1040,Kisa Central,Joseph Handman Saya,Kenya African National Union,KANU,2816
37,Kakamega,209,Shinyalu,1041,Isukha North,Helemina Shikokoti Llanziva,Orange Democratic Movement,ODM,2513
37,Kakamega,209,Shinyalu,1042,Murhanda,Elphas Litsanga Shilosio,Orange Democratic Movement,ODM,3276
37,Kakamega,209,Shinyalu,1043,Isukha Central,Muchikha Mukofu Danstone,Orange Democratic Movement,ODM,5097
37,Kakamega,209,Shinyalu,1044,Isukha South,Charles Misicko Lwanga,Orange Democratic Movement,ODM,2173
37,Kakamega,209,Shinyalu,1045,Isukha East,Bernard Isindu Shitiabayi,Orange Democratic Movement,ODM,2539
37,Kakamega,209,Shinyalu,1046,Isukha West,Samuel Mullavu Segero,Democratic Action Party,DAP-K,1533
37,Kakamega,210,Ikolomani,1047,Idakho South,Stephen Mukhala,Orange Democratic Movement,ODM,2331
37,Kakamega,210,Ikolomani,1048,Idakho East,Silas Shiyenji Muyeyia,Orange Democratic Movement,ODM,4421
37,Kakamega,210,Ikolomani,1049,Idakho North,Gladys Malenya Omukongolo,Orange Democratic Movement,ODM,3191
37,Kakamega,210,Ikolomani,1050,Idakho Central,Archeadious Likhako Liyayi,Independent,IND,2279
38,Vihiga,211,Vihiga,1051,Lugaga/Wamuluma,Fredrick Mavisi Muhindi,Orange Democratic Movement,ODM,2359
38,Vihiga,211,Vihiga,1052,South Maragoli,Patrick Mahagwa Kigumba,Orange Democratic Movement,ODM,1676
38,Vihiga,211,Vihiga,1053,Central Maragoli,Amwata Endesia Pauline,Orange Democratic Movement,ODM,2805
38,Vihiga,211,Vihiga,1054,Mungoma,Albert Ala Mugata,Orange Democratic Movement,ODM,2663
38,Vihiga,212,Sabatia,1055,Lyaduywa /Izava,Duncan Nkrumah Abudiku,Independent,IND,2485
38,Vihiga,212,Sabatia,1056,West Sabatia,Frankline Muhindi Gidali,Independent,IND,3228
38,Vihiga,212,Sabatia,1057,Chavakali,Gladys Inyanje Yalwala,Progressive Party of Kenya,PPOK,1839
38,Vihiga,212,Sabatia,1058,North Maragoli,Domnic Baraka Ivusa,Amani National Congress,ANC,2.422
38,Vihiga,212,Sabatia,1059,Wodanga,Vincent Atsiaya Mwatia,Amani National Congress,ANC,2736
38,Vihiga,212,Sabatia,1060,Busali,Florence Anganoi Kegode,Amani National Congress,ANC,3448
38,Vihiga,213,Hamisi,1061,Shiru,David Lusava Mwashi,Orange Democratic Movement,ODM,2241
38,Vihiga,213,Hamisi,1062,Gisambai,Erick Odei Obamo,Amani National Congress,ANC,2442
38,Vihiga,213,Hamisi,1063,Shamakhokho,Richard Shugh Muhiga,United Democratic Party,UDP,4062
38,Vihiga,213,Hamisi,1064,Banja,Collins Anyanje Ayugu,Orange Democratic Movement,ODM,2033
38,Vihiga,213,Hamisi,1065,Muhudu,Bonface Shanga Amunyanyi,Independent,IND,3000
38,Vihiga,213,Hamisi,1066,Tambua,Manoah Karage Mboku,Orange Democratic Movement,ODM,2790
38,Vihiga,213,Hamisi,1067,Jepkoyai,Gaduve Ndolo Caleb,Ford Kenya,FORD-KENYA,2913
38,Vihiga,214,Luanda,1069,Wemilabi,Patrick J O Akhwale,Orange Democratic Movement,ODM,2316
38,Vihiga,214,Luanda,1068,Luanda Township,David Donald Nabakwe Onjiri,Democratic Action Party- Kenya,DAP-K,2863
38,Vihiga,214,Luanda,1070,Mwibona,Zakayo Manyasa Anguche,Orange Democratic Movement,ODM,2115
38,Vihiga,214,Luanda,1071,Luanda South,Kelvin Njiro Elegwa,Orange Democratic Movement,ODM,3828
38,Vihiga,214,Luanda,1072,Emabungo,Michael Katai Okoba,Maendeleo Chap Chap,MCCP,1923
38,Vihiga,215,Emuhaya,1073,North East Bunyore,Aineah Hellam Esipirah,Amani National Congress,ANC,4022
38,Vihiga,215,Emuhaya,1074,Central Bunyore,Paul  Ananda Tirra,Amani National Congress,ANC,4687
38,Vihiga,215,Emuhaya,1075,West Bunyore,Wimsy Manoah Osore,Amani National Congress,ANC,4125
39,Bungoma,216,Mt. Elgon,1076,Cheptais,Cheseto Martin Chemorion,United Democratic Alliance,UDA,3823
39,Bungoma,216,Mt. Elgon,1077,Chesikaki,Jacob Marugaa Psero,Independent,IND,3419
39,Bungoma,216,Mt. Elgon,1078,Chepyuk,Simotwo Korir Franklin,Forum for Restoration Democracy of Kenya,FORD-KENYA,2856
39,Bumgoma,216,Mt. Elgon,1079,Kapkateny,Joan Chemayiek Kirong,United Democratic Alliance,UDA,3566
39,Bungoma,216,Mt. Elgon,1080,Kaptama,Francis Chemion Masai,United Democratic Alliance,UDA,4993
39,Bungoma,216,Mt. Elgon,1081,Elgon,George Kwemoi Tendet,Independent,IND,3125
39,Bungoma,217,Sirisia,1082,Namwela,Charles Simiyu Nangulu,Forum for Restoration of Democracy-Kenya,FORD-KENYA,4354
39,Bungoma,217,Sirisia,1083,Malakisi/ South Kulisiru,Everlyne Mutiembu Naboelela,Jubilee Party,JP,4261
39,Bungoma,217,Sirisia,1084,Lwandanyi,Tony Khaoya Barasa,Forum for Restoration of Democracy-Kenya,FORD-KENYA,2839
39,Bungoma,218,Kabuchai,1085,Kabuchai/Chwele,James Barasa Mukhongo,Ford Kenya,FORD-K,4520
39,Bungoma,218,Kabuchai,1086,West Nalondo,Kimeta Polycarp Wandabusi,Ford Kenya,FORD-K,5075
39,Bungoma,218,Kabuchai,1087,Bwake/Luuya,Edwin Wekesa Opwora,Ford Kenya,FORD-K,6575
39,Bungoma,218,Kabuchai,1088,Mukuyuni,Meshack Wekesa Simiyu Museveni,Ford Kenya,FORD-K,4484
39,Bungoma,219,Bumula,1089,South Bukusu,Isaiah Busolo Sudi,United Democratic Alliance,UDA,3280
39,Bungoma,219,Bumula,1090,Bumula,Hentry Nyongesa Khaemba,United Democratic Alliance,UDA,2418
39,Bungoma,219,Bumula,1091,Khasoko,Benjamin Jeremiah Otsiulah,Forum for Restoration of Democracy-Kenya,FORD-KENYA,1712
39,Bungoma,219,Bumula,1092,Kabula,Vitalis Sifuna Wangila,Democratic Action Party- Kenya,DAP-K,2270
39,Bungoma,219,Bumula,1093,Kimaeti,Jackson Ouma Wambulwa,Forum for Restoration of Democracy-Kenya,FORD-KENYA,4210
39,Bungoma,219,Bumula,1094,West Bukusu,Job Lumbwani Mukoyandali,Democratic Action Party- Kenya,DAP-K,2969
39,Bungoma,219,Bumula,1095,Siboti,Orize Wanjala Kundu,United Democratic Alliance,UDA,2345
39,Bungoma,220,Kanduyi,1096,Bukembe West,Anthony Luseneka Namunyu,Democratic Action Party Kenya,DAP-K,2185
39,Bungoma,220,Kanduyi,1097,Bukembe East,Caleb Wanjala Peter,Forum for Restoration of Democracy-Kenya,FORD-KENYA,3284
39,Bungoma,220,Kanduyi,1098,Township,Jeremiah Kuloba,Democratic Action Party Kenya,DAP-K,2465
39,Bungoma,220,Kanduyi,1099,Khalaba,Cornelius Wanjala Makhanu,Democratic Action Partykenya,DAP-K,2883
39,Bungoma,220,Kanduyi,1100,Musikoma,George Wasike Makari,Forum for Restoration of Democracy-Kenya,FORD-KENYA,2600
39,Bungoma,220,Kanduyi,1101,East Sanga’alo,Everton Sifuna Nganga,Democratic Action Party of Kenya,DAP-K,2820
39,Bungoma,220,Kanduyi,1102,Marakaru Tuuti,Joseph Nyongesa Juma,Forum for Restoration of Democracy-Kenya,FORD-KENYA,4502
39,Bungoma,220,Kanduyi,1103,West Sang’alo,Godfrey Wanyama Mukhwana,Independent,IND,3873
39,Bungoma,221,Webuye East,1104,Mihuu,Violet Namaemba Makhanu,Forum for Restoration of Democracy- Kenya,FORD-K,6108
39,Bungoma,221,Webuye East,1105,Ndivisi,Alfred Wekesa Mukhanya Kmn,Democratic Action Party of Kenya,DAP-K,3061
39,Bungoma,221,Webuye East,1106,Maraka,Ali Machani Mutoka,Orange Democratic Movement,ODM,3767
39,Bungoma,222,Webuye West,1107,Misikhu,Miliah Nanyoka Masungo,Democratic Action Party- Kenya,DAP-K,3664
39,Bungoma,222,Webuye West,1108,Sitikho,Grace Sundukwa,Forum for Restoration of Democracy-Kenya,FORD-KENYA,3653
39,Bungoma,222,Webuye West,1109,Matulo,Stephen Kaiser Simiyu,Forum for Restoration of Democracy-Kenya,FORD-KENYA,5642
39,Bungoma,222,Webuye West,1110,Bokoli,Jack Zakayo Kawa,United Democratic Alliance,UDA,3754
39,Bungoma,223,Kimilili,1111,Kibingei,Aggrey Mulongo Waliaula,Democratic Action Party-Kenya,DAP-K,2512
39,Bungoma,223,Kimilili,1112,Kimilili,Christine Cunera Mukhongo,United Democratic Alliance,UDA,1842
39,Bungoma,223,Kimilili,1113,Maeni,Idd Chamawi Owongo,Forum for Restoration of Democracy- Kenya,FORD-KENYA,2714
39,Bungoma,223,Kimilili,1114,Kamukuywa,Abraham Kimungui Waliekeke Obama,United Democratic Alliance,UDA,2867
39,Bungoma,224,Tongaren,1115,Mbakalo,Benard Wekesa Kikechi,Ford Kenya,FORD-K,1900
39,Bungoma,224,Tongaren,1116,Naitiri/Kabuyefwe,Wafula Waiti Waiti,Ford Kenya,FORD-K,2674
39,Bungoma,224,Tongaren,1117,Milima,Jerusa Aleu Sikuku,Ford Kenya,FORD-K,1777
39,Bungoma,224,Tongaren,1118,Tongaren,Johnston Okasida Ipara,Maendeleo Chap Chap,MCC,3818
39,Bungoma,224,Tongaren,1119,Soysambu/Mitua,Stephen Wafula Wamalwa,Ford-Kenya,FORD-K,3364
39,Bungoma,224,Tongaren,1220,Ndalu/Tabani,Timothy Chitekei Chikati,Democratic Action Party Kenya,DAP-K,2294
40,Busia,225,Teso North,1121,Malaba Central,Ronald Baamu Kakyada Ochalu,Orange Democratic Movement,ODM,4197
40,Busia,225,Teso North,1122,Malaba North,Patrick Geoffrey Omanyala,Wiper Democratic Movement,WDM-K,1785
40,Busia,225,Teso North,1123,Angurai South,Joseph Anthony Eseme,Democratic Action Party–Kenya,DAP-K,2480
40,Busia,225,Teso North,1124,Angurai North,Isaac Wamalwa,Democratic Action Party Kenya,DAP-K,2458
40,Busia,225,Teso North,1125,Angurai East,David Parapara Karai,Maendeleo Chap Chap,MCCP,1067
40,Busia,225,Teso North,1126,Malaba South,Bonface Ekada Mamai,Mazingira Green Party,MDG,3627
40,Busia,226,Teso South,1127,Angorom,James Adung’osi Ong’ole,Orange Democratic Movement,ODM,5597
