name,party,constituency,county,status,gender,image_local_path,start_date,end_date
ANTHONY TOM OLUOCH,ODM,MATHARE,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OLUOCH_ANTHONY_TOM.webp,2022,
MILEMBA JEREMIAH OMBOKO,ANC,EMUHAYA,VIHIGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OMBOKO_MILEMBA.webp,2022,
CAROLI OMONDI,ODM,SUBA SOUTH,HOMA BAY,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OMONDI_CAROLI.webp,2022,
GEORGE ALADWA OMWERA,ODM,MAKADARA,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OMWERA_GEORGE_ALDWA.webp,2022,
ONCHOKE CHARLES MAMWACHA,UPA,BONCHARI,KISII,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ONCHOKE_CHARLES_MAMWACHA.webp,2022,
SILVANUS OSORO ONYIEGO,UDA,SOUTH MUGIRANGO,KISII,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ONYIEGO_SILVANUS_OSORO.webp,2022,
PETER OCHIENG ORERO,ODM,KIBRA,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ORERO_PETER_OCHIENG.webp,2022,
JOSHUA ODONGO ORON,ODM,KISUMU CENTRAL,KISUMU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ORON_JOSHUA_ODONGO.webp,2022,
PATRICK KIBAGENDI OSERO,ODM,BORABU,NYAMIRA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OSERO_PATRICK.webp,2022,
MARY EMAASE OTUCHO,UDA,TESO SOUTH,BUSIA,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OTUCHO_MARY_EMAASE.webp,2022,
WILBERFORCE OJIAMBO OUNDO,ODM,FUNYULA,BUSIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OUNDO_WILBERFORCE_OJIAMBO.webp,2022,
JOHN WALTER OWINO,ODM,AWENDO,MIGORI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OWINO_JOHN_WALTER.webp,2022,
MARTINS PETERS OWINO,ODM,NDHIWA,HOMA BAY,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OWINO_MARTIN_PETERS.webp,2022,
JOSHUA ADUMA OWUOR,ODM,NYAKACH,KISUMU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OWUOR_JOSHUA_ADUMA.webp,2022,
JAMES ONYANGO OYOO,ODM,MUHORONI,KISUMU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OYOO_JAMES_ONYANGO.webp,2022,
DICK MAUNGU OYUGI,DAP-K,LUANDA,VIHIGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OYUGI_DICK_MAUNGU.webp,2022,
JOSEPH H. MAERO OYULA,ODM,BUTULA,BUSIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_OYULA_JOSEPH_H_MAERO.webp,2022,
PARASHINA SAMUEL SAKIMBA,ODM,KAJIADO SOUTH,KAJIADO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_PARASHINA_SAMUEL_SAKIMBA.webp,2022,
AGNES MANTAINE PAREYIO,JP,NAROK NORTH,NAROK,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_PAREYIO_MANTAINE_AGNES.webp,2022,
DAVID PKOSING,KUP,POKOT SOUTH,WEST POKOT,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_PKOSING_DAVID.webp,2022,
SAMUEL GONZI RAI,PAA,KINANGO,KWALE,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_RAI_SAMUEL_GONZI.webp,2022,
DIDO ALI RASO,UDA,SAKU,MARSABIT,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_RASSO_COL_RTD_DIDO_ALI.webp,2022,
REUBEN KIBOREK KIPNGOR,UDA,MOGOTIO,BARINGO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_REUBEN_KIBOREK.webp,2022,
MATHIAS NYAMABE ROBI,UDA,KURIA WEST,MIGORI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_ROBI_MATHIAS_NYAMABE.webp,2022,
PETER KALERWA SALASYA,DAP-K,MUMIAS EAST,KAKAMEGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SALASYA_PETER_KALERWA.webp,2022,
SALIM FEISAL BADER,UDA,MSAMBWENI,KWALE,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SALIM_FEISAL_ABDALLAH_BADER.webp,2022,
IBRAHIM ADBI SANEY,UDA,WAJIR NORTH,WAJIR,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SANEY_IBRAHIM_ADBI.webp,2022,
PETER MBOGHO SHAKE,JP,MWATATE,TAITA TAVETA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SHAKE_MBOGHO_PETER.webp,2022,
OMAR MWINYI SHIMBWA,ODM,CHANGAMWE,MOMBASA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SHIMBWA_OMAR_MWINYI.webp,2022,
BERNARD MASAKA SHINALI,ODM,IKOLOMANI,KAKAMEGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SHINALI_BERNARD_MASAKA.webp,2022,
ABDI OMAR SHURIE,JP,BALAMBALA,GARISSA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SHURIE_ABDI_OMAR.webp,2022,
FRANCIS KIPYEGON ARAP SIGEI,UDA,SOTIK,BOMET,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SIGEI_FRANCIS_KIPYEGON_ARAP.webp,2022,
MUSA CHERUTICH SIRMA,UDA,ELDAMA RAVINE,BARINGO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SIRMA_MUSA_CHERUTICH.webp,2022,
DANIEL WANYAMA SITATI,UDA,WEBUYE WEST,BUNGOMA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SITATI_DANIEL_WANYAMA.webp,2022,
JANET JEPKEMBOI SITIENEI,UDA,TURBO,UASIN GISHU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SITIENEI_JANET_JEPKEMBOI.webp,2022,
SLOYA CLEMENT LOGOVA,UDA,SABATIA,VIHIGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SLOYA_CLEMENT_LOGOVA.webp,2022,
OSCAR KIPCHUMBA SUDI,UDA,KAPSERET,UASIN GISHU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SUDI_OSCAR_KIPCHUMBA.webp,2022,
SUNKUIYA GEORGE RISA,UDA,KAJIADO WEST,KAJIADO,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SUNKUIYA_GEORGE_RISA.webp,2022,
JULIUS LEKAKENY OLE SUNKULI,KANU,KILGORIS,NAROK,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_SUNKULI_JULIUS_LEKAKENY.webp,2022,
JULIUS TAITUMU M'ANAIBA,UDA,IGEMBE NORTH,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_TAITAMU_JULIUS_M%C3%81NAIBA.webp,2022,
KASSIM SAWA TANDAZA,ANC,MATUGA,KWALE,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_TANDAZA_KASSIM_SAWA.webp,2022,
THUKU ZACHARY KWENYA,JP,KINANGOP,NYANDARUA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_THUKU_ZACHARY_KWENYA.webp,2022,
GABRIEL KOSHAL TONGOYO,UDA,NAROK WEST,NAROK,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_TONGOYO_GABRIEL_KOSHAL.webp,2022,
JOSEPH KIPKOSGEI TONUI,UDA,KURESOI SOUTH,NAKURU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_TONUI_JOSEPH_KIPKOSGEI.webp,2022,
TIMOTHY KIPCHUMBA TOROITICH,IND,MARAKWET WEST,WEST POKOT,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_TOROITICH_TIMOTHY_KIPCHUMBA.webp,2022,
CHARO KENNETH KAZUNGU TUNGULE,PAA,GANZE,KILIFI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_TUNGULE_CHARO_KENNETH_KAZUNGU.webp,2022,
ANTHONY NJOROGE WAINAINA,UDA,KIENI,NYERI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAINAINA_ANTHONY_NJOROGE.webp,2022,
MICHAEL WAMBUGU WAINAINA,UDA,OTHAYA,NYERI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAINAINA_MICHAEL_WAMBUGU.webp,2022,
JOHN MACHUA WAITHAKA,UDA,KIAMBU,KIAMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAITHAKA_JOHN_MACHUA.webp,2022,
JAMES GITHUA KAMAU WAMACUKURU,UDA,KABETE,KIAMBU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAMACUKURU_JAMES_GITHUA_KAMAU.webp,2022,
NELSON JACK WANAMI WAMBOKA,DAP-K,BUMULA,BUNGOMA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAMBOKA_WANAMI_JACK_NELSON.webp,2022,
GATHONI WAMUCHOMBA,UDA,GITHUNGURI,KIAMBU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAMUCHOMBA_GATHONI.webp,2022,
CHRISTOPHER ASEKA WANGAYA,ODM,KHWISERO,KAKAMEGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANGAYA_CHRISTOPHER_ASEKA.webp,2022,
EMMANUE WANGWE,ODM,NAVAKHOLO,KAKAMEGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANGWE_EMMANUEL.webp,2022,
RAPHAEL SAUTI BITTA WANJALA,ODM,BUDALANGI,BUSIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANJALA_RAPHAEL_BITTA_SAUTI.webp,2022,
JOHN NJUGUNA WANJIKU,UDA,KIAMBAA,KIAMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANJIKU_JOHN_NJUGUNA.webp,2022,
MARTHA WANGARI WANJIRA,UDA,GILGIL,NAKURU,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANJIRA_MARTHA_WANGARI.webp,2022,
FERDINAND KEVIN WANYONYI,FORD-K,KWANZA,TRANS-NZOIA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANYONYI_KEVIN_FERDINAND.webp,2022,
MARTIN PEPELA WANYONYI,FORD-K,WEBUYE EAST,BUNGOMA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WANYONYI_MARTIN_PEPELA.webp,2022,
JOHN KIARIE WAWERU,UDA,DAGORETTI SOUTH,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WAWERU_JOHN_KIARIE.webp,2022,
TIMOTHY WANYONYI WETANGULA,ODM,WESTLANDS,NAIROBI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_WETANGULA_TIMOTHY_WANYONYI.webp,2022,
BRIGHTON LEONARD YEGON,UDA,KONOIN,BOMET,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_YEGON_BRIGHTON_LEONARD.webp,2022,
RICHARD KIPKEMOI YEGON,UDA,BOMET EAST,BOMET,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_YEGON_RICHARD_KIPKEMOI.webp,2022,
ADAN HAJI YUSSUF,UDM,MANDERA WEST,MANDERA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HON_YUSSUF_ADAN_HAJI.webp,2022,
FRANCIS KURIA KIMANI,UDA,MOLO,NAKURU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HONCPA_KIMANI_FRANCIS_KURIA.webp,2022,
KIILI DANIEL KARITHO,JP,IGEMBE CENTRAL,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HONKARITHO_KIILI_DANIEL.webp,2022,
JAPHET MIRITI KAREKE MBIUKI,UDA,MAARA,THARAKA-NITHI,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/HONMBIUKI_JAPHET_MIRITI_KAREKE.webp,2022,
Dekow Barrow Mohamed,UDA,GARISSA TOWNSHIP,GARISSA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Dekow_Barrow_Mohamed.webp,2023,
ADEN BARE DUALE,UDA,GARISSA TOWNSHIP,GARISSA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Aden_Bare_Duale.webp,2022,2022
ALICE MUTHONI WAHOME,UDA,KANDARA,MURANG'A,Elected,female,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Alice_Muthoni_Wahome.webp,2022,2022
Chege Njuguna,UDA,KANDARA,MURANG'A,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Chege_Njuguna.webp,2023,
Geoffrey Kariuki Kiringa Ruku,UDA,MBEERE NORTH,EMBU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Geoffrey_Kariuki_Kiringa_Ruku.webp,2022,2025
James Opiyo Wandayi,ODM,UGUNJA,SIAYA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/James_Opiyo_Wandayi.webp,2022,2024
Moses Malulu Injendi,ODM,MALAVA,KAKAMEGA,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Moses_Malulu_Injendi.webp,2022,
CHARLES ONG'ONDO WERE,ODM,KASIPUL,HOMA BAY,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Charles_Ongondo_Were.webp,2022,2025
Rindikiri Mugambi Murwithania,UDA,BUURI,MERU,Elected,male,https://f003.backblazeb2.com/file/serikali-images/mps/2022/Rindikiri_Mugambi_Murwithania.webp,2022,
